******************************************************** 
*********  Electric Sweeper Enhanced Log File  ***** 
******************************************************** 
Date,20190227,'VE-Alpha4'
Time,Voltage,Current,Isolation,Range,SoC,Distance,Fan rpm,Fan Torque,Hyd. Pump rpm,Hyd. Pump Torque,SW Pump rpm,SW Pump Torque,Nozzle,Sidebrushes,WideSweepBrush,TempIGBT-Fan,Fan motor temp, Traction rpm, Traction torque,BMS1 Volts, BMS2 Volts 
8:06:02,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:03,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:05,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.500000000e+001,0,-1,333,328
8:06:06,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:07,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:08,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,-3,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:09,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:10,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,4,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:06:11,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:06:12,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:13,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-2,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:14,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:15,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:06:16,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,3,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:17,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:18,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:19,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,4,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:20,6.630000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:21,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:22,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-2,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:23,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:24,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:25,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:26,6.610000000e+002,-12,1137,114,76,128459,1,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:27,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,4,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:29,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:30,6.620000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:31,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:32,6.600000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:33,6.600000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,-2,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:34,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:35,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:36,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:37,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:38,6.610000000e+002,-12,1137,114,76,128459,1,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:39,6.600000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:40,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:41,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:42,6.610000000e+002,-12,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
